,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,14.544,14.812999999999999,14.384,14.775,117984812,42.843999999999994,43.974,42.559,43.902,24025946,156.96,161.35,156.24,160.78,2817317,59.85,60.898999999999994,59.506,60.683,18163256,28.593000000000004,29.505,28.429000000000002,29.433000000000003,15133688,42.254,42.493,41.915,42.402,40703651
2016-09-09,14.785,15.007,14.625,14.625,142009670,44.004,44.251000000000005,43.333,43.333,22259492,160.55,162.04,158.4,158.46,3627627,60.657,61.016999999999996,60.302,60.312,21669837,29.195,29.461,28.839000000000002,28.839000000000002,18005743,43.233000000000004,43.556000000000004,42.56100000000001,42.56100000000001,36672753
2016-09-08,14.655,14.812999999999999,14.57,14.735999999999999,74379004,43.599,44.159,43.471000000000004,43.902,17242399,159.17,161.55,158.58,161.34,3225305,60.828,61.245,60.628,60.854,13486775,28.939,29.399,28.858,29.25,13877740,43.513000000000005,43.67100000000001,43.295,43.593,16172091
2016-09-07,14.605,14.727,14.544,14.587,68068973,43.175,43.763000000000005,43.049,43.61600000000001,14815635,158.57,159.98,158.53,159.46,1685519,60.772,61.162,60.589,60.772,11098691,28.923000000000002,29.158,28.83,28.930999999999997,11879364,43.496,43.707,43.375,43.479,14236836
2016-09-06,14.913,14.923,14.587,14.664000000000001,103735476,43.645,43.773,42.854,43.442,19208919,158.59,159.57,157.39,159.15,2165058,61.07899999999999,61.125,60.36600000000001,61.026,18361725,29.176,29.413,28.803,28.985,15533541,44.168,44.176,43.356,43.67100000000001,24986119
2016-09-02,14.812999999999999,14.923,14.702,14.867,108424304,43.635,43.828,43.185,43.645,17735897,158.41,159.52,157.79,159.0,1859319,60.99,61.148,60.608999999999995,61.073,15099879,29.176,29.404,28.913,29.114,13460203,44.071999999999996,44.256,43.836999999999996,44.159,14518381
2016-09-01,15.007,15.007,14.635,14.847999999999999,138554558,43.931000000000004,44.123000000000005,42.956,43.508,21115337,159.77,159.84,156.64,158.4,3024741,61.207,61.278,60.312,60.818999999999996,13508079,29.344,29.551,28.701999999999998,29.134,13129243,44.483000000000004,44.553000000000004,43.775,44.055,19478190
2016-08-31,15.064,15.091,14.755999999999998,14.998,137210164,44.059,44.26,43.405,43.857,22665259,159.07,160.01,157.39,159.25,3922978,61.044,61.325,60.498000000000005,61.07899999999999,16503003,29.334,29.496,28.959,29.267,17033735,44.291000000000004,44.483000000000004,43.888999999999996,44.378,28063850
2016-08-30,14.679,15.011,14.612,14.975,130830887,43.38,44.032,43.38,44.004,19047059,156.66,159.3,156.44,159.17,3116595,60.589,61.166000000000004,60.58,61.07899999999999,15239498,28.711,29.385,28.711,29.385,15030955,43.443000000000005,44.236999999999995,43.401,44.222,28245501
2016-08-29,14.622,14.809000000000001,14.588,14.652000000000001,129757148,43.352,43.81100000000001,43.278,43.415,18166623,155.98,157.15,155.55,156.23,2796202,60.168,60.717,60.138999999999996,60.58,16090799,28.493000000000002,28.848000000000003,28.439,28.676,10024602,42.588,43.458,42.535,43.295,24249329
2016-08-26,14.437000000000001,14.707,14.41,14.603,136711415,43.02,43.396,42.903,43.278,25402604,156.13,157.34,154.82,155.37,2565930,60.022,60.521,59.583,59.92,15454011,28.409000000000002,28.83,28.237,28.445999999999998,11699403,42.44,42.666000000000004,42.178000000000004,42.378,17763972
2016-08-25,14.263,14.372,14.243,14.365,73072585,42.727,43.01,42.692,42.92,17981214,154.55,155.44,154.11,155.3,1539541,59.64,59.85,59.533,59.786,11006848,28.219,28.355999999999998,28.09,28.273000000000003,8586021,42.474,42.535,42.196000000000005,42.263999999999996,15613043
2016-08-24,14.216,14.338,14.206,14.243,70643273,42.836999999999996,43.283,42.755,42.864,17473939,155.2,156.07,154.33,154.76,2174022,59.715,59.93,59.515,59.68,11226336,28.136,29.124000000000002,28.046,28.219,13641244,42.37,42.604,42.239,42.483999999999995,18625881
2016-08-23,14.115,14.253,14.115,14.197000000000001,73254610,43.086000000000006,43.232,42.799,42.799,14524451,156.36,157.14,155.38,155.48,2098617,59.786,60.032,59.506,59.515,9882656,28.12,28.273000000000003,27.999000000000002,28.046,8661336,42.493,42.588,42.273999999999994,42.291000000000004,17662340
2016-08-22,14.061,14.106,13.984000000000002,14.040999999999999,65805111,42.645,42.946999999999996,42.489,42.864,11981576,155.4,156.27,154.37,155.66,1546802,59.496,59.613,59.188,59.543,10007395,27.789,28.026,27.743000000000002,27.934,7244689,42.493,42.57899999999999,42.37,42.483999999999995,10542510
2016-08-19,13.992,14.106,13.921,14.077,63631656,42.567,42.799,42.276,42.745,13287396,154.82,156.26,154.0,155.63,1966304,59.468999999999994,59.64,59.016999999999996,59.597,10024413,27.753,28.041,27.625,27.891,9674484,42.316,42.571000000000005,42.106,42.498999999999995,14357320
2016-08-18,13.975,14.095999999999998,13.929,14.020999999999999,67852285,42.781000000000006,42.903,42.452,42.718,15446856,154.8,155.94,154.13,155.46,1869932,59.379,59.715,59.298,59.68,10292463,27.635,28.063000000000002,27.565,27.891,14631992,42.37,42.507,42.22,42.396,13943057
2016-08-17,14.020999999999999,14.095999999999998,13.948,14.011,100947791,42.727,42.992,42.607,42.836999999999996,19484318,155.34,155.72,154.22,155.1,2202432,59.543,59.708,59.306999999999995,59.621,13114145,27.635,27.816,27.496,27.726999999999997,13488089,42.254,42.507,42.202,42.465,14952891
2016-08-16,13.845999999999998,14.050999999999998,13.809000000000001,14.030999999999999,86734822,42.489,42.982,42.382,42.827,16534871,154.46,156.13,154.2,155.08,2695755,59.143,59.68899999999999,59.036,59.46,11188254,27.38,27.726999999999997,27.263,27.616,24248113,42.073,42.456,41.985,42.316,15977348
2016-08-15,13.845999999999998,13.902000000000001,13.823,13.894,52435691,42.093,42.718,42.093,42.61600000000001,13336490,153.42,155.24,153.36,155.0,2372311,59.325,59.568999999999996,59.233999999999995,59.468999999999994,9238989,26.81,27.206,26.76,27.078000000000003,10253766,41.977,42.23,41.957,42.168,13450202
2016-08-12,13.661,13.790999999999999,13.595999999999998,13.790999999999999,68030318,41.717,41.888999999999996,41.542,41.871,13577146,152.3,152.94,151.74,152.82,1539033,58.79,59.13399999999999,58.691,59.108999999999995,8476037,26.612,26.656999999999996,26.349,26.63,10678864,41.977,42.004,41.784,41.845,15140777
2016-08-11,13.716,13.845999999999998,13.638,13.764000000000001,74483794,41.808,42.174,41.605,42.00899999999999,16131524,151.85,153.75,151.6,153.41,1952248,59.06100000000001,59.441,58.836000000000006,59.233999999999995,10593224,26.648000000000003,26.881,26.504,26.82,9559898,42.131,42.37,41.861999999999995,42.141000000000005,16716296
2016-08-10,14.020999999999999,14.040999999999999,13.671,13.697000000000001,85296024,42.075,42.163999999999994,41.698,41.753,18032881,153.02,153.17,151.68,151.84,1766821,59.65,59.786,58.963,59.071000000000005,12722190,26.83,26.905,26.52,26.576,8958704,42.648999999999994,42.744,42.0,42.091,19172546
2016-08-09,13.975,14.050999999999998,13.937999999999999,14.050999999999998,53976264,42.213,42.36,41.955,42.163999999999994,13283011,152.13,154.08,152.13,153.01,2090308,59.886,59.977,59.441,59.604,11093118,26.612,26.921999999999997,26.612,26.785,12061424,42.823,42.937,42.64,42.744,11914951
2016-08-08,13.948,14.030999999999999,13.8,13.992,77769202,42.102,42.405,41.78,42.222,18332784,151.76,153.52,151.68,152.46,2421085,59.786,60.163000000000004,59.57899999999999,59.815,12538952,26.495,26.859,26.476,26.585,9878707,42.613,42.851000000000006,42.57899999999999,42.726000000000006,17007348
2016-08-05,13.642999999999999,13.929,13.642999999999999,13.921,130647338,41.0,42.00899999999999,40.888000000000005,42.001000000000005,31094834,149.57,151.78,149.05,151.76,2857235,58.943999999999996,60.058,58.883,59.995,22906711,26.109,26.638,26.1,26.485,13014896,42.273999999999994,42.544,42.045,42.526,21682185
2016-08-04,13.392999999999999,13.449000000000002,13.282,13.392999999999999,49890862,40.183,40.458,40.108000000000004,40.274,12782002,148.1,148.75,147.37,147.97,2142390,58.358000000000004,58.65,58.158,58.42,10910475,25.81,25.924,25.552,25.819000000000003,13322990,41.583,41.933,41.556999999999995,41.793,16783592
2016-08-03,13.049000000000001,13.392999999999999,13.035,13.392999999999999,70442760,39.437,40.366,39.373000000000005,40.32,16009746,146.45,148.8,146.23,148.22,2440376,57.63399999999999,58.519,57.596000000000004,58.50899999999999,14477724,25.534000000000002,26.026,25.516,25.947,11569351,41.346000000000004,41.61600000000001,41.346000000000004,41.556999999999995,17070487
2016-08-02,13.206,13.366,13.030999999999999,13.068,90477151,39.711999999999996,40.082,39.043,39.494,21858380,147.6,148.34,145.45,146.12,3399483,57.541000000000004,57.922,57.353,57.596000000000004,14967589,25.919,26.075,25.371,25.561999999999998,18523107,41.303000000000004,41.45399999999999,41.068999999999996,41.336999999999996,19654264
2016-08-01,13.431,13.503,13.190999999999999,13.255,66171806,40.347,40.436,39.721,39.89,16104370,148.67,149.73,147.87,148.06,2473733,58.048,58.195,57.559,57.732,12622258,26.33,26.401,25.9,26.017,11386841,41.581,41.643,41.278999999999996,41.431000000000004,18491910
2016-07-29,13.465,13.595999999999998,13.392999999999999,13.402000000000001,68387483,40.302,40.566,40.199,40.246,14992479,149.35,149.98,148.51,148.67,2550892,57.732,58.176,57.68600000000001,57.885,14591892,26.264,26.485,26.1,26.228,11499811,41.555,41.747,41.555,41.571000000000005,15129148
2016-07-28,13.475,13.587,13.375,13.578,77759906,40.421,40.575,40.126,40.495,14440411,149.97,150.68,148.7,150.3,2186623,57.913000000000004,58.083,57.661,58.004,11059331,26.383000000000003,26.504,26.16,26.349,12627123,41.547,41.785,41.318999999999996,41.71,14495911
2016-07-27,13.475,13.595999999999998,13.366,13.533,109119994,40.458,40.923,40.393,40.541,19461497,150.9,151.82,150.19,150.71,2475486,57.986000000000004,58.534,57.968,58.213,13038085,26.504,26.81,26.409000000000002,26.495,14939761,41.555,41.788999999999994,41.408,41.598,20638333
2016-07-26,13.245,13.457,13.235,13.44,64977734,40.209,40.495,40.183,40.412,17618146,150.42,151.18,149.26,150.86,2294150,57.893,58.148999999999994,57.653,58.032,8909657,26.311999999999998,26.546999999999997,26.176,26.504,16562911,41.623999999999995,41.747,41.423,41.571000000000005,18611219
2016-07-25,13.235,13.308,13.206,13.29,50090879,40.559,40.603,40.195,40.312,15716725,149.47,151.03,149.44,150.28,2089358,57.893,58.066,57.619,57.79600000000001,8852148,26.131,26.42,26.103,26.41,11693690,41.806999999999995,41.821999999999996,41.468,41.702,13987750
2016-07-22,13.190999999999999,13.318,13.115,13.3,50339573,40.366,40.603,40.119,40.551,13942626,150.08,150.47,149.67,150.19,1935112,57.823,57.994,57.55,57.948,9057229,26.086,26.357,26.049,26.221,14334317,41.876000000000005,41.91,41.684,41.876000000000005,15668020
2016-07-21,13.347000000000001,13.384,13.190999999999999,13.2,76623233,40.733000000000004,40.914,40.374,40.393,16433995,151.39,151.57,149.58,149.85,3201406,57.913000000000004,58.076,57.57899999999999,57.63399999999999,10998584,26.039,26.366,25.96,26.176,22446904,42.161,42.301,41.849,41.858000000000004,18372712
2016-07-20,13.273,13.347000000000001,13.190999999999999,13.318,85639450,40.76,40.914,40.458,40.705999999999996,18073802,152.18,152.52,149.07,151.45,3788301,58.013000000000005,58.12,57.653,57.85,11497918,26.42,26.42,25.559,26.094,31531782,42.108999999999995,42.196999999999996,41.942,42.126000000000005,19109285
2016-07-19,13.004000000000001,13.29,12.978,13.190999999999999,104696045,40.449,40.906,40.333,40.594,16711019,151.69,153.6,150.47,151.1,5764297,57.559,58.004,57.423,57.788000000000004,10750684,25.340999999999998,25.750999999999998,25.176,25.559,23643999,41.667,42.075,41.638000000000005,41.919,18441245
2016-07-18,12.800999999999998,13.163,12.783,13.049000000000001,202107388,40.531,41.1,40.495,40.796,20408954,151.99,153.6,151.68,152.9,5034956,58.032,58.275,57.823,57.878,11958104,25.441999999999997,25.596999999999998,25.261999999999997,25.576999999999998,15380556,41.431000000000004,41.886,41.408,41.841,27828379
2016-07-15,12.743,12.753,12.505,12.634,84630691,41.188,41.216,40.133,40.575,31875479,152.49,152.74,150.44,151.32,3285305,58.593,58.636,57.559,58.076,19446048,25.616,25.636999999999997,25.107,25.397,20245054,42.335,42.361000000000004,41.085,41.346000000000004,40476626
2016-07-14,12.699000000000002,12.743,12.616,12.626,105558751,40.621,40.979,40.384,40.687,40484801,150.08,152.81,149.81,152.17,5433580,58.583,58.799,57.958,58.022,32021576,25.206,25.46,25.076999999999998,25.386999999999997,17021833,42.507,42.595,42.18,42.411,20230394
2016-07-13,12.485999999999999,12.56,12.32,12.431,80396337,39.662,39.981,39.378,39.662,22355319,146.98,148.15,146.2,147.86,4567065,57.081,57.397,56.684,57.152,20374017,24.886,24.914,24.426,24.625999999999998,14225978,41.867,42.006,41.581,41.831,16599193
2016-07-12,12.404000000000002,12.578,12.395,12.524000000000001,96208466,39.195,39.798,39.141,39.763000000000005,25993641,144.18,147.22,144.1,146.92,5468178,57.034,57.513999999999996,56.907,57.19,18328873,24.316,24.878,24.29,24.818,17095546,41.961000000000006,42.144,41.785,41.902,17363556
2016-07-11,12.29,12.395,12.208,12.218,72317694,38.801,39.131,38.71,38.71,21551394,141.82,143.2,141.71,142.48,3249278,56.485,56.964,56.229,56.349,14352772,24.199,24.408,23.926,23.991999999999997,14515657,41.684,41.989,41.547,41.667,18450047
2016-07-08,12.282,12.32,12.125,12.181,100190749,38.263000000000005,38.691,38.102,38.425,32185335,139.83,141.29,138.84,140.78,3504825,55.497,56.256,55.497,55.949,18777213,23.729,23.963,23.601999999999997,23.91,15597125,41.121,41.528,41.121,41.416000000000004,22818123
2016-07-07,11.897,12.125,11.875,12.034,109261935,37.832,38.499,37.611,37.794000000000004,26836445,136.69,138.62,136.06,137.62,2750133,54.765,55.326,54.43899999999999,54.816,15216946,22.910999999999998,23.497,22.903000000000002,23.293000000000003,14809738,40.37,40.919000000000004,40.247,40.556999999999995,20706669
2016-07-06,11.579,11.95,11.515,11.894,102601941,36.751,37.602,36.641999999999996,37.583,30269084,133.81,136.64,133.54,136.28,3141824,53.398,54.556000000000004,53.172,54.465,22575016,22.424,22.875,22.278000000000002,22.803,15622888,39.77,40.434,39.605,40.427,21951515
2016-07-05,11.96,11.97,11.682,11.786,106075657,37.876,37.986,36.996,37.326,27931063,137.37,137.37,134.18,135.24,4210858,54.7,54.836000000000006,53.479,53.885,25786309,23.122,23.185,22.506999999999998,22.668000000000003,14687207,40.472,40.525,39.699,40.046,25610533
2016-07-01,12.2,12.273,12.042,12.116,95988186,38.718,39.076,38.415,38.599000000000004,21151387,139.01,141.09,138.6,138.78,3307599,55.67100000000001,56.114,55.343,55.433,15708481,23.364,23.935,23.355999999999998,23.500999999999998,9775471,40.801,40.973,40.611999999999995,40.757,21929972
2016-06-30,12.367,12.376,12.088,12.273,135567221,39.066,39.171,38.150999999999996,38.801,37600347,137.33,139.38,136.07,139.1,4837070,55.338,55.843,54.79,55.795,23774333,22.975,23.568,22.831,23.555,21764843,40.938,41.043,40.323,41.019,26005559
2016-06-29,12.088,12.227,11.95,12.2,127554301,37.657,38.617,37.437,38.555,37049647,134.45,136.25,133.81,136.2,4058796,54.198,54.96,53.873999999999995,54.951,23898038,22.613000000000003,22.889,22.339000000000002,22.875,15139332,40.412,40.72,39.991,40.705999999999996,24044944
2016-06-28,11.627,11.765999999999998,11.424000000000001,11.747,162059521,36.439,37.19,35.883,37.015,42161953,133.14,133.53,130.91,133.33,5383726,53.148,53.47,52.312,53.443999999999996,32382170,21.996,22.331,21.646,22.313000000000002,21811085,39.77,39.96,39.292,39.951,31743459
2016-06-27,11.812999999999999,11.812999999999999,11.144,11.267000000000001,280552683,36.227,36.285,35.066,35.223,58376010,131.13,132.23,129.36,130.62,7898914,52.715,52.751000000000005,51.225,51.727,42213477,21.804000000000002,21.86,20.954,21.406,28434454,39.173,39.282,38.565,39.006,40460627
2016-06-24,12.07,12.431,11.998,12.024000000000001,249847341,37.19,37.885,36.633,36.889,78466198,133.9,137.09,131.95,132.79,10084417,54.305,55.401,53.281000000000006,53.515,49071770,22.730999999999998,23.147,22.221999999999998,22.232,54366949,39.655,40.705999999999996,39.241,39.614000000000004,53872695
2016-06-23,12.800999999999998,12.997,12.783,12.988,87954332,39.825,40.733000000000004,39.789,40.696999999999996,27886673,140.96,143.05,140.58,142.92,3132944,57.196999999999996,57.599,57.042,57.511,18458885,24.416999999999998,24.743000000000002,24.299,24.743000000000002,19861834,41.288000000000004,41.519,41.068999999999996,41.519,18739907
2016-06-22,12.578,12.743,12.568,12.587,84155036,39.239000000000004,39.754,39.025999999999996,39.066,19749558,138.54,140.56,138.52,138.67,2653883,56.527,57.207,56.281000000000006,56.308,14063855,23.781999999999996,24.191,23.701,23.926,16035877,40.861999999999995,41.233999999999995,40.67,40.705999999999996,19687071
2016-06-21,12.592,12.626,12.435,12.597000000000001,79652684,39.514,39.55,38.876,39.285,16068297,139.02,139.33,137.74,138.88,2589968,56.326,56.566,55.795,56.527,12921808,23.628,23.846,23.39,23.754,13625488,40.983000000000004,41.026,40.532,40.929,13516915
2016-06-20,12.709000000000001,12.81,12.495999999999999,12.524000000000001,97125496,39.78,40.321,39.157,39.175,22108985,139.02,140.9,138.18,138.32,3564726,56.973,57.332,55.976000000000006,56.004,13600481,23.465,23.846,23.438000000000002,23.483,19219944,41.158,41.512,40.662,40.67,22484682
2016-06-17,12.376,12.515,12.282,12.395,96131895,38.848,39.3,38.580999999999996,38.883,27432800,137.29,138.76,136.16,136.34,4588700,55.938,56.308,55.607,55.919,17535704,22.756999999999998,23.109,22.706999999999997,22.948,21281246,40.602,40.732,40.314,40.385999999999996,29580414
2016-06-16,12.237,12.33,12.042,12.31,97280338,38.088,38.607,37.667,38.555,21741835,135.73,137.61,134.38,137.29,3733799,55.177,55.938,54.681999999999995,55.867,18686524,22.168000000000003,22.766,21.969,22.730999999999998,17987987,40.274,40.611999999999995,39.829,40.602,17977758
2016-06-15,12.376,12.634,12.282,12.34,108703359,38.718,39.257,38.414,38.452,23952583,137.78,139.22,136.6,136.84,3183351,56.038000000000004,56.401,55.588,55.641999999999996,18904901,22.522,22.822,22.279,22.414,19162346,40.966,41.216,40.507,40.541,23218407
2016-06-14,12.542,12.696,12.181,12.265,92038347,39.397,39.854,38.0,38.405,30170331,138.75,139.54,136.15,136.87,5414296,56.281000000000006,56.99100000000001,55.383,55.74100000000001,21709746,22.748,23.046999999999997,22.14,22.304000000000002,17438405,41.477,41.702,40.306,40.629,29195886
2016-06-13,12.616,12.860999999999999,12.56,12.578,80770674,39.568000000000005,40.33,39.493,39.506,22514733,139.49,141.65,139.11,139.15,3615432,57.0,57.771,56.801,56.81,15990145,22.948,23.331,22.884,22.903000000000002,14142924,41.71,42.04,41.563,41.571000000000005,18634834
2016-06-10,12.931,12.95,12.718,12.792,97994486,40.521,40.64,39.981,40.183,25202839,141.68,141.98,140.02,140.33,4630990,57.402,57.528999999999996,57.09,57.321999999999996,18553185,23.246,23.438000000000002,23.066999999999997,23.156,14834134,42.022,42.211999999999996,41.747,41.894,19388335
2016-06-09,13.245,13.245,13.022,13.124,80813916,41.354,41.383,40.868,41.196999999999996,18639400,143.99,144.46,142.74,143.39,2896839,58.176,58.273999999999994,57.708999999999996,58.138999999999996,12032658,23.818,23.855999999999998,23.529,23.646,10872712,43.028,43.052,42.335,42.586999999999996,22439892
2016-06-08,13.273,13.375,13.225999999999999,13.347000000000001,62958423,41.629,42.012,41.461000000000006,41.703,14359115,145.3,146.58,144.09,144.77,2586952,58.3,58.794,58.292,58.589,10472524,23.991999999999997,24.316,23.935,24.061999999999998,11346369,43.547,43.715,43.108000000000004,43.331,20948434
2016-06-07,13.449000000000002,13.503,13.263,13.273,72807929,42.143,42.196000000000005,41.657,41.685,13203096,147.17,147.43,145.27,145.27,2653756,58.768,59.028999999999996,58.398999999999994,58.417,11031336,24.398000000000003,24.426,24.028000000000002,24.046,10955751,43.963,43.963,43.566,43.566,17653213
2016-06-06,13.356,13.595999999999998,13.29,13.431,87498645,41.547,42.343999999999994,41.383,41.868,18921974,146.29,147.85,145.83,147.04,2710851,58.043,59.047,58.005,58.617,14683173,24.136,24.49,24.070999999999998,24.345,11206641,43.538000000000004,44.083,43.496,43.757,16763850
2016-06-03,13.375,13.411,13.124,13.337,160594090,41.292,41.739,40.504,41.547,40370781,145.92,146.54,144.05,145.73,4623285,57.69,58.236999999999995,57.062,58.043,22564942,24.119,24.162,23.583000000000002,24.061999999999998,16060722,43.479,43.6,42.993,43.496,29351720
2016-06-02,13.827,13.856,13.661,13.818,69505410,42.894,43.076,42.655,42.992,16911267,149.93,150.11,148.34,149.12,2408793,58.83,59.092,58.506,59.092,11833455,24.896,24.98,24.680999999999997,24.734,8908883,44.163000000000004,44.294,43.946999999999996,44.294,16383971
2016-06-01,13.503,13.780999999999999,13.366,13.744000000000002,67494884,42.143,43.01,41.629,42.965,18803156,147.84,150.32,146.06,149.78,2754163,58.148999999999994,59.18899999999999,57.699,58.983999999999995,15564484,24.581,24.998,24.182,24.924,12325134,43.556000000000004,44.231,43.479,44.199,19342950
2016-05-31,13.855,13.874,13.578,13.633,92831210,42.912,42.928999999999995,42.388999999999996,42.628,23381557,150.18,151.33,148.41,149.32,3111445,59.019,59.101000000000006,58.328,58.608000000000004,16860353,25.061,25.271,24.697,24.818,14032345,44.217,44.363,43.757,43.955,22745459
2016-05-27,13.606,13.716,13.543,13.716,67653499,42.324,42.718999999999994,42.178000000000004,42.637,15117482,148.56,150.18,148.21,149.37,2304853,58.553000000000004,58.776,58.409,58.75,11265837,24.886,25.061,24.761999999999997,24.962,11201388,43.85,44.076,43.757,44.068000000000005,15496921
2016-05-26,13.808,13.817,13.543,13.552,70781785,43.058,43.13,42.168,42.206,18519589,150.27,150.42,148.38,148.43,2762759,58.876999999999995,58.886,58.284,58.388999999999996,10493889,25.304000000000002,25.304000000000002,24.798000000000002,24.86,11096291,43.781000000000006,43.903,43.678000000000004,43.809,17276451
2016-05-25,13.671,13.964,13.671,13.754000000000001,133969527,42.278999999999996,43.57,42.278999999999996,42.965,26159037,147.37,151.31,147.34,150.35,3496354,58.309,59.441,58.292,58.83,21088220,25.034000000000002,25.648000000000003,25.024,25.186,17488712,42.968,44.051,42.907,43.766000000000005,25937982
2016-05-24,13.458,13.595999999999998,13.394,13.533,104255498,41.601000000000006,42.278999999999996,41.474,41.976000000000006,20723575,146.09,147.84,145.86,146.95,3259760,57.411,58.158,57.295,57.949,15387992,24.517,25.072,24.445,24.851,19881078,42.507,42.787,42.196999999999996,42.638000000000005,19143083
2016-05-23,13.402999999999999,13.458,13.274000000000001,13.338,71811724,41.052,41.354,40.796,41.292,16414932,144.01,145.52,143.33,144.93,2968130,56.973,57.351000000000006,56.711999999999996,56.982,10392650,24.228,24.426,24.119,24.326,9826509,42.256,42.361000000000004,41.902,42.203,12281938
2016-05-20,13.494000000000002,13.552,13.300999999999998,13.385,86618580,41.574,41.831,40.998000000000005,41.1,21424150,145.22,145.83,143.5,144.07,3481798,57.341,57.637,56.898999999999994,57.025,13093099,24.345,24.635,24.182,24.27,15785972,42.13399999999999,42.647,42.083999999999996,42.248000000000005,15257482
2016-05-19,13.453,13.700999999999999,13.300999999999998,13.394,114992830,41.739,42.16,40.85,41.244,25163062,147.95,149.14,144.07,144.25,5046457,57.042,57.665,56.479,56.917,17896085,24.544,24.798000000000002,23.973000000000003,24.128,12668926,41.98,42.43,41.736999999999995,41.928000000000004,15682423
2016-05-18,12.924000000000001,13.595999999999998,12.915,13.543,164447064,40.048,42.23,40.048,41.986000000000004,41118052,144.35,149.19,144.2,149.13,3907101,55.401,57.618,55.391000000000005,57.501000000000005,26775551,23.746,24.743000000000002,23.738000000000003,24.697,22428537,41.318999999999996,42.222,41.27,42.161,34634306
2016-05-17,12.802999999999999,13.024000000000001,12.737,12.915,82656652,39.423,40.174,39.185,39.998000000000005,21781274,144.29,146.47,143.36,144.2,2895241,55.157,55.81399999999999,54.908,55.364,13563401,23.646,24.08,23.529,23.719,15888047,41.718,41.747,41.206,41.27,24791466
2016-05-16,12.737,12.924000000000001,12.720999999999998,12.84,62647830,39.46,39.815,39.305,39.498000000000005,18744287,144.83,146.29,144.15,144.87,3405892,54.96,55.657,54.773999999999994,55.364,12189330,23.448,23.953000000000003,23.438000000000002,23.764,10822759,41.702,42.144,41.543,41.831,22665876
2016-05-13,13.042,13.245999999999999,12.785,12.795,93428351,40.257,40.796,39.361,39.46,21227003,147.21,148.91,144.77,144.83,2734690,55.401,56.03,54.79,54.951,16840023,23.746,24.162,23.474,23.474,14737273,42.551,42.838,41.78,41.806999999999995,29125310
2016-05-12,13.184000000000001,13.338,12.953,13.033,78352313,41.043,41.345,40.065,40.275,16988126,149.49,150.54,146.67,147.38,2625216,55.91,56.173,55.105,55.464,12246498,24.08,24.237,23.546999999999997,23.781999999999996,10834390,42.76,42.968,42.501999999999995,42.638000000000005,15680984
2016-05-11,13.136,13.367,13.079,13.088,73759771,40.878,41.538000000000004,40.696999999999996,40.705999999999996,17472992,150.44,151.54,148.49,148.63,2244722,55.641999999999996,56.208,55.498999999999995,55.498999999999995,12526697,24.109,24.47,23.89,23.9,10576719,42.778,43.088,42.534,42.534,19996171
2016-05-10,12.98,13.208,12.953,13.184000000000001,64848130,40.585,41.1,40.374,41.043,14865949,147.94,150.56,147.69,150.5,2548510,55.266000000000005,55.902,55.086999999999996,55.706,13248277,23.944000000000003,24.29,23.828000000000003,24.146,12352756,42.465,42.907,42.465,42.81,16400445
2016-05-09,12.98,13.079,12.822000000000001,12.895999999999999,59925315,40.559,40.833,39.953,40.174,15566060,147.51,149.05,146.2,146.87,2249390,55.105,55.574,54.81399999999999,54.96,12465175,23.789,24.028000000000002,23.605999999999998,23.663,11839235,42.483000000000004,42.656000000000006,42.301,42.361000000000004,15984254
2016-05-06,12.745999999999999,13.033,12.720999999999998,13.005999999999998,82993348,40.102,40.659,40.018,40.65,19261222,147.5,149.36,146.38,148.08,2470712,54.501999999999995,55.383,54.403999999999996,55.31100000000001,12312262,23.563000000000002,23.89,23.483,23.799,13237456,42.211999999999996,42.57,42.161,42.483000000000004,16372377
2016-05-05,13.042,13.200999999999999,12.905,12.953,79200491,40.989,41.263999999999996,40.421,40.485,16287675,149.91,149.95,147.8,148.73,2538166,55.31100000000001,55.667,54.824,54.986999999999995,15629513,23.809,24.028000000000002,23.573,23.729,13134809,42.44,42.629,42.265,42.43,18397953
2016-05-04,12.99,13.155,12.905,13.024000000000001,107594192,41.081,41.207,40.426,40.878,26557932,150.31,151.61,148.32,149.26,3436165,55.445,55.902,55.013999999999996,55.283,18954300,24.028000000000002,24.136,23.619,23.828000000000003,16703180,42.516000000000005,42.699,42.18899999999999,42.411,25847391
2016-05-03,13.376,13.376,13.042,13.235999999999999,119827037,41.894,41.949,41.17100000000001,41.711999999999996,23145365,152.61,153.01,150.45,152.1,2976075,56.479,56.488,55.49100000000001,56.173,21277119,24.373,24.398000000000003,23.881,24.381,18436681,42.882,43.115,42.605,43.003,18890185
2016-05-02,13.440999999999999,13.624,13.274000000000001,13.616,74687494,42.599,42.865,42.012,42.727,15078974,153.91,155.89,152.89,154.95,2143299,57.188,57.468,56.696000000000005,57.276,11400260,24.572,24.951999999999998,24.335,24.715999999999998,16529980,43.24100000000001,43.605,43.131,43.50899999999999,17184411
