,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,24.89,25.025,24.61,24.62,55484307,51.85,52.57,51.52,52.06,22642122,200.99,204.58,200.0,203.42,1806868,97.25,97.95,96.54,96.75,16216903,46.8,47.61,46.55,47.38,11657353,27.27,27.625,26.89,27.35,32808327
2020-06-19,25.44,25.49,24.49,25.25,127563637,54.06,54.09,51.56,52.92,50379310,207.05,207.4228,200.97,201.63,4962438,100.53,100.6,96.73,97.81,40371167,48.46,48.68,46.71,46.93,20962699,28.0,28.05,27.01,27.6,71891222
2020-06-18,24.7,25.49,24.58,25.04,53419011,52.67,53.65,52.03,53.04,22280593,203.99,207.26,202.67,203.84,2051659,98.67,100.52,98.13,98.94,16591911,47.12,48.375,46.97,47.58,9825246,27.1,27.925,26.93,27.55,33670192
2020-06-17,25.9,25.9,24.92,25.0,58349482,54.7,54.8,52.88,53.0,23727272,210.0,210.79,205.44,206.19,1798324,102.53,102.54,99.21,99.48,15639830,48.7,48.78,47.655,47.76,8674443,28.5,28.55,27.35,27.45,38660809
2020-06-16,26.18,26.24,24.86,25.8,96796548,56.3,56.4,52.32,54.45,37638702,214.98,214.98,203.73,209.59,3103691,105.37,105.68,99.31,102.06,22193575,49.44,49.6,46.91,48.56,13554814,29.43,29.65,27.77,28.52,52985585
2020-06-15,23.76,25.17,23.69,25.15,76538947,49.96,53.0,49.74,52.98,36592056,195.73,206.9932,195.15,206.31,3468788,96.42,101.43,95.87,101.25,22153641,44.66,47.85,44.6,47.4,14761443,26.86,28.385,26.56,28.21,48311406
2020-06-12,25.03,25.05,24.04,24.78,73729708,51.4,52.45,49.8,52.25,39040017,200.62,202.94,196.21,201.78,3380817,100.71,101.13,97.33,99.87,24856764,46.76,46.945,45.12,46.28,14093076,28.0,28.23,27.35,27.97,51301222
2020-06-11,24.98,25.69,23.68,23.93,149875451,51.67,53.515,48.2,48.39,62098621,204.7,206.9,194.02,194.13,4923410,100.03,101.58,96.54,97.21,36259224,46.13,47.2,44.44,44.57,17961917,27.2,28.425,26.7,26.79,75621263
2020-06-10,27.97,28.1,26.51,26.6,90415306,58.9,59.14,55.86,55.86,36743698,217.39,219.8499,212.8,213.52,3091188,110.46,110.505,105.85,106.06,24913328,50.03,50.5,48.605,48.69,14770858,32.3,32.33,29.65,29.71,82089966
2020-06-09,27.72,28.54,27.55,28.22,77773379,59.0,60.2,57.65,59.5,30422854,215.74,220.02,215.16,218.1,2478365,110.65,111.63,109.01,110.54,17031144,48.72,50.685,48.57,50.4,15090449,32.44,33.08,31.51,32.63,51480394
2020-06-08,28.59,28.9,28.14,28.54,79598450,60.66,61.33,59.77,61.24,32587123,220.02,222.2646,218.24,220.81,3260307,113.41,114.19,111.94,113.45,24881791,50.52,50.68,49.38,50.15,12150265,32.9,33.43,32.265,33.32,69051349
2020-06-05,28.95,29.01,27.88,28.11,118767892,61.57,62.47,58.34,58.86,44648485,222.0,222.98,217.66,217.92,4737626,114.93,115.77,109.53,111.23,42230986,51.3,51.85,49.235,49.53,17976074,33.89,33.89,31.46,31.67,107651152
2020-06-04,25.71,26.83,25.57,26.78,94545292,53.3,55.69,52.61,55.65,33083512,208.79,214.99,207.96,214.82,3522252,103.82,106.61,102.79,106.44,26784723,46.71,48.75,46.69,48.69,15279620,29.48,30.25,28.64,30.22,61839219
2020-06-03,25.323,25.959,25.209,25.81,87349521,52.56,53.76,52.42,53.34,33341763,208.49,211.93,206.43,210.57,3471886,101.58,104.92,101.06,104.27,25941090,46.98,47.49,46.44,46.91,11253469,28.39,29.19,28.34,28.83,50813950
2020-06-02,24.787,25.214000000000002,24.39,24.668000000000003,71614118,50.71,51.29,50.16,50.84,27651298,203.77,206.5,201.32,204.14,4128686,100.28,100.42,97.9276,98.93,21194963,45.18,46.26,44.88,45.58,11179214,27.58,27.99,27.16,27.4,39057981
2020-06-01,24.112,24.698,23.883000000000003,24.44,58877999,48.14,49.68,47.82,49.45,22886527,197.31,201.77,195.12,199.93,2235963,97.75,99.5115,97.38,98.6,15207495,44.52,45.07,43.95,44.7,8651542,26.61,27.59,26.37,27.09,34258099
2020-05-29,24.250999999999998,24.737,23.893,23.953000000000003,114718278,48.02,49.48,47.56,47.91,35900474,197.23,200.92,194.65,196.49,3824488,98.66,99.18,96.775,97.31,26538154,44.01,44.79,43.52,44.2,13102217,26.5,27.07,26.09,26.47,51382843
2020-05-28,25.899,25.959,24.618000000000002,24.688000000000002,85025640,52.99,53.01,49.11,49.16,38022028,209.53,210.0,199.96,199.97,4921258,102.94,102.95,99.4,99.86,24738542,47.25,47.32,44.275,44.4,17617296,28.32,28.37,27.12,27.22,51606629
2020-05-27,25.889,25.989,24.796999999999997,25.8,118493371,51.68,52.39,49.86,52.26,43660514,201.74,209.4,198.77,208.36,8233199,102.07,102.58,98.8,101.37,39402040,45.78,46.92,45.31,46.86,25892352,27.8,28.26,26.835,27.95,61962965
2020-05-26,23.586,24.43,23.506,24.112,120318758,46.2,48.9,45.98,48.17,34429307,184.48,195.88,184.07,194.84,6008527,92.89,97.5,92.61,95.82,41233949,41.865,43.785,41.55,43.69,19709852,25.05,26.51,25.04,26.26,57720312
2020-05-22,22.771,22.791,22.304000000000002,22.503,48442533,44.77,45.045,43.69,44.1,22631719,178.91,179.52,176.95,178.81,2190012,90.01,90.36,88.72,89.47,13557923,40.23,40.54,39.8,40.13,6468870,24.44,24.49,23.92,24.17,30415297
2020-05-21,22.651999999999997,23.109,22.622,22.741,58128577,45.17,45.79,44.782,45.0,21698324,179.08,180.04,176.58,178.98,2167232,90.27,91.76,89.67,90.17,14621406,40.77,40.93,39.84,40.3,9654223,24.39,24.85,24.3201,24.46,28376528
2020-05-20,22.523000000000003,22.840999999999998,22.483,22.750999999999998,60206452,45.57,46.28,45.22,45.47,23841345,179.83,182.69,179.18,180.31,2616107,90.71,92.385,90.37,91.33,20552362,40.07,41.25,40.0386,41.06,12031995,24.49,24.74,24.36,24.52,45297081
2020-05-19,22.503,22.840999999999998,22.031,22.055999999999997,62612604,45.27,45.79,44.21,44.43,27271584,179.44,181.05,176.62,176.73,2224298,90.05,91.1987,88.59,88.67,19597291,40.1,40.5476,39.29,39.33,8895495,25.0,25.15,23.92,23.95,48234338
2020-05-18,22.265,22.9,21.916999999999998,22.771,87303844,44.05,45.91,43.49,45.67,39406071,176.61,181.96,174.15,180.75,4540779,88.69,91.15,87.88,90.45,30528734,38.92,40.65,38.68,40.28,14727110,24.55,25.59,24.34,25.41,55751418
2020-05-15,21.252,21.548000000000002,21.078000000000003,21.291999999999998,64933671,41.58,42.45,41.1,41.92,28494867,172.4,173.01,169.52,170.8,2885695,86.85,87.28,85.3,85.9,26099044,37.26,37.81,37.02,37.29,9176032,23.69,23.83,23.08,23.36,51616656
2020-05-14,20.149,21.639,19.961,21.56,88975359,39.99,42.1,38.76,42.06,40976448,167.99,173.69,164.33,173.37,4202765,82.72,88.11,82.4,87.52,35152452,36.26,37.965,35.53,37.81,14986649,22.13,24.59,22.02,24.06,87965504
2020-05-13,21.51,21.599,20.576,20.725,112895277,42.0,42.2,40.23,40.6,35350610,174.57,175.78,169.7,170.73,3466787,86.38,86.86,83.4,84.03,35451600,38.15,38.28,36.605,36.99,11565874,23.95,23.95,22.0,22.53,90209918
2020-05-12,22.553,22.662,21.699,21.719,70074019,44.39,44.69,42.32,42.35,33328252,182.75,183.16,175.65,176.11,3571376,90.15,90.79,86.9,87.03,27962923,39.97,40.07,38.345,38.42,13605558,24.96,25.265,24.0,24.04,53560500
2020-05-11,22.95,22.96,22.404,22.424,69432674,45.21,45.25,43.81,44.07,34765225,181.41,183.7,180.13,182.02,2226153,91.11,91.11,89.33,89.97,31907585,39.38,40.06,39.3,39.83,10106435,25.11,25.23,24.6,24.78,51444166
2020-05-08,23.307,23.456,23.089000000000002,23.406999999999996,45565587,45.32,46.42,45.26,46.32,22919094,183.88,184.76,181.6,184.24,2296834,92.8,94.08,92.11,92.7,20494915,39.51,40.165,39.2,40.08,12097712,25.64,25.78,25.23,25.43,53768812
2020-05-07,22.503,23.208000000000002,22.453000000000003,22.682,52246100,43.52,45.16,43.4375,44.64,29849053,178.07,182.24,178.07,181.19,2496039,91.34,92.91,90.58,91.21,16771938,37.76,39.14,37.76,38.81,9352100,25.59,26.1,25.14,25.23,52386991
2020-05-06,22.840999999999998,22.92,22.076,22.195,54250317,44.49,45.02,42.72,42.95,25028023,178.56,180.07,174.12,175.82,2423732,92.16,92.76,89.9306,90.27,20978035,38.47,38.63,37.05,37.3,7817785,25.933000000000003,26.119,24.894000000000002,25.1,58905941
2020-05-05,23.316999999999997,23.351999999999997,22.463,22.503,46010577,46.3,46.35,43.92,43.95,27342878,177.99,181.47,177.03,177.19,3293449,93.65,94.21,91.9,92.0,18064140,38.98,39.305,37.9,37.98,8951215,26.971999999999998,27.246,25.726999999999997,25.796,57906544
2020-05-04,22.543000000000003,22.831,22.275,22.771,46206144,45.03,45.36,43.98,45.12,26340199,173.91,175.21,170.65,174.94,3008833,92.02,92.67,90.8,92.14,15725875,38.0,38.22,37.17,38.09,13985071,26.423000000000002,26.903000000000002,26.07,26.805,35041709
2020-05-01,23.218000000000004,23.298000000000002,22.655,22.92,52133683,46.31,46.47,45.22,45.52,28078944,177.89,178.48,175.55,176.0,2666749,93.5,93.74,91.835,93.25,18547741,38.35,38.72,37.91,38.4,12806181,27.932,27.962,26.737,27.041,35912737
2020-04-30,24.041999999999998,24.211,23.685,23.883000000000003,55629361,48.555,49.247,47.535,48.05,28991512,184.84,186.38,181.76,182.28,2712296,95.6,96.84,94.55,95.76,19127632,39.9,40.11,39.0,39.43,13431739,28.736,29.02,28.03,28.471,30105613
2020-04-29,24.737,24.936,24.34,24.608,74006461,49.178000000000004,50.118,47.946000000000005,49.732,33290722,191.41,192.52,188.39,188.85,3105550,99.08,99.45,97.27,97.86,20462562,41.1,41.355,40.55,40.79,15880383,29.500999999999998,29.853,29.06,29.403000000000002,39297747
2020-04-28,24.281,24.638,23.68,23.725,65961744,48.426,49.068999999999996,46.437,46.714,29280797,187.98,189.24,183.72,185.85,3365638,97.81,98.3599,95.03,95.29,20238900,40.216,41.019,39.493,39.78,12890793,29.011,29.324,28.021,28.295,35902992
2020-04-27,22.364,23.486,22.295,23.307,67383372,43.706,46.328,43.271,46.071000000000005,31257481,177.99,183.11,177.61,182.4,2760271,91.94,95.63,91.5449,94.62,22870210,38.303000000000004,39.205,37.996,38.967,11721602,26.825,28.008000000000003,26.619,27.844,40410877
2020-04-24,21.956999999999997,22.146,21.52,22.026,48008229,42.548,42.885,41.292,42.647,26589605,175.9,176.84,172.41,175.9,2037302,90.64,91.1,88.49,90.71,15815286,37.639,37.857,36.935,37.639,8646754,26.266,26.747,25.845,26.384,35887409
2020-04-23,21.808000000000003,22.235,21.699,21.719,50967813,42.202,43.281000000000006,41.816,42.013999999999996,24225111,175.9,177.96,173.37,173.96,2025891,89.74,91.28,89.26,89.39,16638765,37.768,38.055,36.955,37.143,8771290,26.413,26.668000000000003,25.894000000000002,26.002,39110368
2020-04-22,22.006999999999998,22.076,21.599,21.649,50106144,42.548,42.667,41.41,41.79600000000001,22144152,176.4,177.07,173.39,174.89,2331039,90.69,91.87,89.18,89.34,16706026,37.54,37.847,37.113,37.48,10547157,26.951999999999998,27.029,26.168000000000003,26.266,28648961
2020-04-21,21.748,22.21,21.351,21.49,79421395,41.905,42.657,40.639,41.133,35711219,174.35,178.09,172.58,172.73,3842842,88.62,91.3839,88.33,89.05,23035023,36.975,37.806999999999995,36.241,36.628,14259217,26.364,26.706999999999997,25.971999999999998,26.305999999999997,42770468
2020-04-20,22.414,22.97,22.026,22.344,74965473,42.93899999999999,44.963,42.435,43.548,33827211,178.58,185.16,176.92,179.28,4703985,92.47,94.71,90.46,91.71,23679430,37.857,39.195,37.49,38.025,16719597,26.781,28.315,26.384,27.129,46364916
2020-04-17,22.185,23.238000000000003,22.155,23.119,93447463,42.696999999999996,45.141000000000005,42.202,44.973,41690805,182.35,184.13,177.18,182.35,5460625,92.0,95.7,90.96,95.18,30191898,39.205,39.75,37.857,38.749,25295083,27.589000000000002,28.206999999999997,27.246,27.815,47939627
2020-04-16,21.997,22.055999999999997,20.944000000000003,21.272,89835508,42.261,42.39,39.679,40.094,38156742,176.12,177.33,171.32,175.94,4691329,90.23,90.57,87.05,87.33,32449619,37.53,38.481,36.747,38.025,28158592,27.717,27.717,26.129,26.355,54038218
2020-04-15,22.006999999999998,22.493000000000002,21.758000000000003,22.035999999999998,99773225,42.915,43.805,42.162,42.41,32591277,169.57,180.55,168.1,177.41,6080493,91.15,92.03,90.13,90.79,30118621,37.876999999999995,39.066,37.262,38.065,15727222,28.197,28.53,27.658,27.874000000000002,42734893
2020-04-14,24.33,24.479,22.94,23.566,89611693,47.159,47.239,43.068000000000005,44.943000000000005,40895681,181.22,182.24,173.46,177.12,4175544,101.02,102.0,93.64,95.5,46151255,40.157,40.414,38.035,39.512,14599180,31.471,31.853,28.971,29.579,65572875
2020-04-13,24.608,24.678,23.615,23.754,83744711,47.001000000000005,47.07,44.795,46.19,28240922,182.71,183.82,178.02,178.07,4804169,103.11,103.11,97.3,98.19,26911949,40.523,40.641999999999996,38.908,39.235,13487500,32.558,32.578,30.784000000000002,30.804000000000002,36801776
2020-04-09,23.903000000000002,25.145,23.883000000000003,24.688000000000002,126289435,46.446999999999996,48.703,45.878,46.912,44122618,179.46,186.16,178.65,183.12,6490188,96.92,104.39,96.89,102.76,42084666,39.909,41.485,39.83,40.722,22097116,30.5,33.235,30.480999999999998,32.539,63790906
2020-04-08,22.255,23.436999999999998,22.255,23.288,81778676,42.4,43.978,41.528999999999996,43.795,33294504,167.5,176.99,167.5,175.86,5227254,92.1,94.86,90.55,94.3,22903255,37.381,39.438,37.123000000000005,39.027,15511991,28.756,29.868000000000002,28.109,29.677,43071429
2020-04-07,22.642,22.721999999999998,21.699,21.987,95219772,44.339,45.111000000000004,40.688,40.817,35594570,164.97,168.09,161.44,164.99,4984470,94.45,94.5,90.38,90.64,22563810,39.314,39.314,36.539,36.618,19708585,30.138,30.166999999999998,28.138,28.197,40026983
2020-04-06,20.884,21.45,20.666,21.241999999999997,98447988,39.382,40.900999999999996,39.095,40.688,30383778,154.5,157.94,152.81,157.25,4718744,88.99,90.99,87.7,89.46,26820846,35.617,37.173,35.438,36.687,18954022,26.864,28.256,26.854,28.06,36788684
2020-04-03,20.259,20.596,19.544,19.891,68769779,38.59,39.046,36.285,37.096,25595907,148.27,149.98,144.33,146.02,2819095,86.0,87.48,82.77,84.05,21199448,33.266999999999996,34.001,32.573,33.555,17075412,26.462,26.815,25.394000000000002,25.708000000000002,33400900
2020-04-02,19.514,20.646,19.454,20.428,70495598,37.957,39.243,36.908,38.818000000000005,29845587,142.13,149.52,140.79,149.0,4474708,82.65100000000001,87.006,82.10700000000001,86.61,24267539,31.066999999999997,33.703,30.976999999999997,33.604,21846581,25.943,26.982,25.855,26.678,33786348
2020-04-01,19.792,20.209,19.375,19.633,84546849,38.729,39.827,37.601,38.106,29529655,145.19,148.64,144.1,144.39,4718435,84.225,85.67,82.39399999999999,83.492,28320833,31.404,32.126999999999995,30.888,31.344,23964118,26.482,26.825,25.678,26.041,49482810
2020-03-31,21.669,22.334,20.815,21.083000000000002,95877726,43.172,43.761,41.213,41.678000000000004,26497397,157.15,160.1,152.77,153.63,3612138,91.103,93.20200000000001,88.421,89.104,23622247,34.229,34.982,33.421,33.703,17273204,28.824,29.158,27.599,28.128,37670455
2020-03-30,21.5,22.195,21.123,21.886999999999997,81010162,43.586999999999996,43.795,41.133,43.617,27750449,157.54,159.43,152.23,158.63,4178768,89.71799999999999,93.12200000000001,88.382,92.538,21881979,33.238,35.032,32.681999999999995,34.536,18205563,29.755,29.873,28.315,29.324,42070638
2020-03-27,21.53,22.046,20.954,21.45,92161131,43.667,45.022,42.548,43.34,25755006,158.09,162.71,156.02,157.36,4212913,92.23200000000001,93.865,89.619,90.193,30353631,33.347,34.427,32.830999999999996,33.713,33669070,29.421999999999997,30.666999999999998,28.500999999999998,29.677,39734111
2020-03-26,21.162,22.791,21.023000000000003,22.563000000000002,117081955,43.221000000000004,45.803999999999995,42.548,45.537,31901072,155.4,166.62,153.35,164.76,6832753,93.11200000000001,97.556,92.57600000000001,97.111,30150510,33.505,36.529,33.039,35.399,26658301,28.746,30.765,28.500999999999998,30.285,46447897
2020-03-25,21.56,21.947,20.268,20.954,148016413,41.86600000000001,44.231,39.016,41.42,38616676,153.64,161.2,144.42,154.17,8641478,88.322,94.171,83.671,90.787,38507733,33.604,35.171,31.969,33.694,27437797,28.421999999999997,29.693,27.217,28.393,54424907
2020-03-24,19.285999999999998,21.004,18.878,20.884,148913774,37.255,40.49,36.948,40.233000000000004,34462521,143.42,152.94,142.74,152.65,6688975,84.027,89.17299999999999,82.04700000000001,87.521,34720242,29.828000000000003,33.084,29.144000000000002,32.93,26133423,26.423000000000002,28.589000000000002,25.805999999999997,28.344,49618423
2020-03-23,19.127,19.534000000000002,17.826,17.955,183167030,37.156,37.749,34.256,35.018,33363704,135.18,141.05,132.43,134.13,5506838,81.83,82.889,77.28699999999999,78.217,32874681,28.896,29.53,27.518,27.566999999999997,26633241,25.737,26.335,24.605,24.747,48020410
2020-03-20,21.609,21.689,19.425,19.534000000000002,151962902,40.035,40.56,36.809,37.66,38568969,148.06,148.26,137.43,137.55,7608519,85.412,88.54,81.632,82.641,30464133,30.976999999999997,31.176,28.935,29.410999999999998,27714212,28.109,28.177,25.659000000000002,25.971999999999998,75417672
2020-03-19,20.12,21.599,18.868,21.053,123315356,35.097,40.806999999999995,33.841,39.224000000000004,43857762,136.53,151.54,130.04,148.56,6589118,80.721,87.204,76.119,84.42299999999999,32509404,30.085,32.613,28.489,30.65,24140186,27.109,28.53,25.764,27.726999999999997,54202900
2020-03-18,20.13,20.825,19.564,20.646,149306559,36.671,37.591,31.664,36.047,48864575,149.07,155.0,134.57,139.15,9602896,86.76799999999999,89.85600000000001,79.53399999999999,83.027,41957077,31.066999999999997,32.554,26.963,30.482,27845868,27.148000000000003,28.315,26.364,27.56,52958708
